name,version,latestVersion,repository,published,publisher,size,license,isProd,isDev,isOptional,isPeer,isBundled,parents
"es-aggregate-error","1.0.11","1.0.11","git+https://github.com/es-shims/AggregateError.git","2023-09-13T21:29:32.132Z","ljharb (ljharb@gmail.com)",26998,"MIT",true,false,false,false,false,"tedious@16.5.0"
"es-set-tostringtag","2.0.1","2.0.1","git+https://github.com/es-shims/es-set-tostringtag.git","2023-01-05T19:03:31.354Z","ljharb (ljharb@gmail.com)",8908,"MIT",true,false,false,false,false,"es-abstract@1.22.2"
"es-to-primitive","1.2.1","1.2.1","git://github.com/ljharb/es-to-primitive.git","2019-11-09T06:27:50.488Z","ljharb (ljharb@gmail.com)",40434,"MIT",true,false,false,false,false,"es-abstract@1.22.2"
"escalade","3.1.1","3.1.1","git+https://github.com/lukeed/escalade.git","2020-10-13T06:03:44.007Z","lukeed (luke@lukeed.com)",11434,"MIT",true,false,false,false,false,"knex@3.0.1"
"escape-string-regexp","4.0.0","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"eslint","8.51.0","-","-","-","-","-","-",false,true,false,true,false,"export-to-sheets@1.0.0,@eslint-community/eslint-utils@4.4.0,@typescript-eslint/eslint-plugin@6.8.0,@typescript-eslint/parser@6.8.0,@typescript-eslint/type-utils@6.8.0,@typescript-eslint/utils@6.8.0,eslint-plugin-es@3.0.1,eslint-plugin-node@11.1.0,eslint-plugin-prettier@5.0.1"
"eslint-plugin-es","3.0.1","-","-","-","-","-","-",false,true,false,false,false,"eslint-plugin-node@11.1.0"
"eslint-plugin-node","11.1.0","-","-","-","-","-","-",false,true,false,false,false,"export-to-sheets@1.0.0"
"semver","6.3.1","-","-","-","-","-","-",false,true,false,false,false,"eslint-plugin-node@11.1.0"
"eslint-plugin-prettier","5.0.1","-","-","-","-","-","-",false,true,false,false,false,"export-to-sheets@1.0.0"
"eslint-scope","7.2.2","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"eslint-utils","2.1.0","-","-","-","-","-","-",false,true,false,false,false,"eslint-plugin-es@3.0.1,eslint-plugin-node@11.1.0"
"eslint-visitor-keys","1.3.0","-","-","-","-","-","-",false,true,false,false,false,"eslint-utils@2.1.0"
"eslint-visitor-keys","3.4.3","-","-","-","-","-","-",false,true,false,true,false,"@eslint-community/eslint-utils@4.4.0,@typescript-eslint/visitor-keys@6.8.0,eslint@8.51.0,espree@9.6.1"
"esm","3.2.25","3.2.25","git+https://github.com/standard-things/esm.git","2019-05-17T05:24:41.368Z","jdalton (john.david.dalton@gmail.com)",308556,"MIT",true,false,false,false,false,"knex@3.0.1"
"espree","9.6.1","-","-","-","-","-","-",false,true,false,true,false,"@eslint/eslintrc@2.1.2,eslint@8.51.0"
"esquery","1.5.0","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"esrecurse","4.3.0","-","-","-","-","-","-",false,true,false,true,false,"eslint-scope@7.2.2"
"estraverse","5.3.0","-","-","-","-","-","-",false,true,false,true,false,"eslint-scope@7.2.2,esquery@1.5.0,esrecurse@4.3.0"
"esutils","2.0.3","-","-","-","-","-","-",false,true,false,true,false,"doctrine@3.0.0,eslint@8.51.0"
"event-target-shim","5.0.1","6.0.2","git+https://github.com/mysticatea/event-target-shim.git","2019-02-19T06:00:52.075Z","mysticatea (star.ctor@gmail.com)",188883,"MIT",true,false,false,false,false,"abort-controller@3.0.0"
"events","3.3.0","3.3.0","git://github.com/Gozala/events.git","2021-02-27T16:51:27.318Z","goto-bus-stop (renee@kooi.me)",82778,"MIT",true,false,false,false,false,"@azure/identity@2.1.0,readable-stream@4.4.2"
"execa","7.2.0","-","-","-","-","-","-",false,true,false,false,false,"default-browser@4.0.0"
"is-stream","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"execa@7.2.0"
"extend","3.0.2","3.0.2","git+https://github.com/justmoon/node-extend.git","2018-07-19T20:28:11.447Z","ljharb (ljharb@gmail.com)",23461,"MIT",true,false,false,false,false,"gaxios@6.1.1,googleapis-common@7.0.0"
"fast-deep-equal","3.1.3","-","-","-","-","-","-",false,true,false,true,false,"ajv@6.12.6,eslint@8.51.0"
"fast-diff","1.3.0","-","-","-","-","-","-",false,true,false,false,false,"prettier-linter-helpers@1.0.0"
"fast-glob","3.3.1","-","-","-","-","-","-",false,true,false,false,false,"@pkgr/utils@2.4.2,globby@11.1.0"
"fast-json-stable-stringify","2.1.0","-","-","-","-","-","-",false,true,false,true,false,"ajv@6.12.6"
"fast-levenshtein","2.0.6","-","-","-","-","-","-",false,true,false,true,false,"optionator@0.9.3"
"fast-xml-parser","4.3.2","4.3.2","git+https://github.com/NaturalIntelligence/fast-xml-parser.git","2023-10-02T12:32:58.413Z","amitgupta (amitgupta.gwl@gmail.com)",106531,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"fastq","1.15.0","-","-","-","-","-","-",false,true,false,false,false,"@nodelib/fs.walk@1.2.8"
"fetch-blob","3.2.0","4.0.0","git+https://github.com/node-fetch/fetch-blob.git","2022-07-06T17:45:31.179Z","endless (jimmy@warting.se)",21755,"MIT",true,false,false,false,false,"formdata-polyfill@4.0.10"
"web-streams-polyfill","3.2.1","3.2.1","git+https://github.com/MattiasBuelens/web-streams-polyfill.git","2022-04-07T20:29:00.636Z","mattiasbuelens (mattias.buelens@gmail.com)",7614396,"MIT",true,false,false,false,false,"fetch-blob@3.2.0"
"file-entry-cache","6.0.1","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"fill-range","7.0.1","-","-","-","-","-","-",false,true,false,false,false,"braces@3.0.2"
"filter-obj","5.1.0","5.1.0","git+https://github.com/sindresorhus/filter-obj.git","2022-07-30T18:02:09.416Z","sindresorhus (sindresorhus@gmail.com)",5936,"MIT",true,false,false,false,false,"query-string@8.1.0"
"find-up","5.0.0","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"flat-cache","3.1.1","-","-","-","-","-","-",false,true,false,true,false,"file-entry-cache@6.0.1"
"flatted","3.2.9","-","-","-","-","-","-",false,true,false,true,false,"flat-cache@3.1.1"
"follow-redirects","1.15.3","1.15.3","git+ssh://git@github.com/follow-redirects/follow-redirects.git","2023-09-19T18:51:48.020Z","rubenverborgh (ruben@verborgh.org)",28600,"MIT",true,false,false,false,false,"axios@1.5.1"
"for-each","0.3.3","0.3.3","git://github.com/Raynos/for-each.git","2018-06-02T05:30:56.680Z","ljharb (ljharb@gmail.com)",13033,"MIT",true,false,false,false,false,"typed-array-byte-length@1.0.0,typed-array-byte-offset@1.0.0,typed-array-length@1.0.4,which-typed-array@1.1.11"
"form-data","4.0.0","4.0.0","git://github.com/form-data/form-data.git","2021-02-15T17:38:54.740Z","niftylettuce (niftylettuce@gmail.com)",43381,"MIT",true,false,false,false,false,"@azure/core-rest-pipeline@1.12.1,axios@1.5.1"
"formdata-node","5.0.1","5.0.1","git+https://github.com/octet-stream/form-data.git","2023-05-30T15:09:10.331Z","octetstream (nick.kruchinin@gmail.com)",63347,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"formdata-polyfill","4.0.10","4.0.10","git+https://jimmywarting@github.com/jimmywarting/FormData.git","2021-09-30T13:07:58.251Z","endless (jimmy@warting.se)",32220,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"fs-minipass","2.1.0","3.0.3","git+https://github.com/npm/fs-minipass.git","2020-01-21T17:39:07.791Z","isaacs (i@izs.me)",14089,"ISC",true,false,false,false,false,"tar@6.2.0"
"minipass","3.3.6","7.0.4","git+https://github.com/isaacs/minipass.git","2022-11-25T07:54:48.420Z","isaacs (i@izs.me)",48090,"ISC",true,false,false,false,false,"fs-minipass@2.1.0,minizlib@2.1.2"
"fs.realpath","1.0.0","-","-","-","-","-","-",false,true,false,true,false,"glob@7.2.3"
"fsevents","2.3.3","-","-","-","-","-","-",false,true,true,false,false,"chokidar@3.5.3"
"function-bind","1.1.2","1.1.2","git+https://github.com/Raynos/function-bind.git","2023-10-12T19:08:19.687Z","ljharb (ljharb@gmail.com)",31427,"MIT",true,false,false,false,false,"call-bind@1.0.2,es-aggregate-error@1.0.11,get-intrinsic@1.2.1"
"function.prototype.name","1.1.6","1.1.6","git://github.com/es-shims/Function.prototype.name.git","2023-08-28T16:43:53.198Z","ljharb (ljharb@gmail.com)",25493,"MIT",true,false,false,false,false,"es-abstract@1.22.2"
"functions-have-names","1.2.3","1.2.3","git+https://github.com/inspect-js/functions-have-names.git","2022-04-19T17:44:53.457Z","ljharb (ljharb@gmail.com)",16715,"MIT",true,false,false,false,false,"function.prototype.name@1.1.6,set-function-name@2.0.1"
"gaxios","6.1.1","6.1.1","git+https://github.com/googleapis/gaxios.git","2023-09-07T02:39:16.150Z","google-wombot (node-team-npm+wombot@google.com)",87517,"Apache-2.0",true,false,false,false,false,"gcp-metadata@6.0.0,google-auth-library@9.1.0,googleapis-common@7.0.0,gtoken@7.0.1"
"gcp-metadata","6.0.0","6.0.0","git+https://github.com/googleapis/gcp-metadata.git","2023-07-19T20:46:40.770Z","google-wombot (node-team-npm+wombot@google.com)",75640,"Apache-2.0",true,false,false,false,false,"google-auth-library@9.1.0"
"get-intrinsic","1.2.1","1.2.1","git+https://github.com/ljharb/get-intrinsic.git","2023-05-14T06:14:14.066Z","ljharb (ljharb@gmail.com)",39285,"MIT",true,false,false,false,false,"arraybuffer.prototype.slice@1.0.2,call-bind@1.0.2,define-data-property@1.1.1,es-abstract@1.22.2,es-aggregate-error@1.0.11,es-set-tostringtag@2.0.1,get-symbol-description@1.0.0,gopd@1.0.1,has-property-descriptors@1.0.0,internal-slot@1.0.5,is-array-buffer@3.0.2,safe-array-concat@1.0.1,safe-regex-test@1.0.0,side-channel@1.0.4,typed-array-buffer@1.0.0"
"get-package-type","0.1.0","0.1.0","git+https://github.com/cfware/get-package-type.git","2020-05-19T09:28:37.496Z","coreyfarrell (git@cfware.com)",6012,"MIT",true,false,false,false,false,"knex@3.0.1"
"get-stream","6.0.1","-","-","-","-","-","-",false,true,false,false,false,"execa@5.1.1"
"get-symbol-description","1.0.0","1.0.0","git+https://github.com/inspect-js/get-symbol-description.git","2021-08-17T22:22:05.245Z","ljharb (ljharb@gmail.com)",10267,"MIT",true,false,false,false,false,"es-abstract@1.22.2"
"getopts","2.3.0","2.3.0","git+https://github.com/jorgebucaran/getopts.git","2021-02-15T19:08:06.140Z","jorgebucaran (mail@jorgebucaran.com)",18169,"MIT",true,false,false,false,false,"knex@3.0.1"
"glob","7.2.3","-","-","-","-","-","-",false,true,false,true,false,"rimraf@3.0.2"
"glob-parent","6.0.2","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"globals","13.23.0","-","-","-","-","-","-",false,true,false,true,false,"@eslint/eslintrc@2.1.2,eslint@8.51.0"
"globalthis","1.0.3","1.0.3","git://github.com/ljharb/System.global.git","2022-05-07T15:51:20.810Z","ljharb (ljharb@gmail.com)",22380,"MIT",true,false,false,false,false,"es-abstract@1.22.2,es-aggregate-error@1.0.11"
"globby","11.1.0","-","-","-","-","-","-",false,true,false,false,false,"@typescript-eslint/typescript-estree@6.8.0"
"google-auth-library","9.1.0","9.1.0","git+https://github.com/googleapis/google-auth-library-nodejs.git","2023-10-02T23:25:58.006Z","google-wombot (node-team-npm+wombot@google.com)",522429,"Apache-2.0",true,false,false,false,false,"export-to-sheets@1.0.0,googleapis@127.0.0,googleapis-common@7.0.0"
"googleapis","127.0.0","127.0.0","git+https://github.com/googleapis/google-api-nodejs-client.git","2023-10-11T18:27:49.245Z","google-wombot (node-team-npm+wombot@google.com)",102341539,"Apache-2.0",true,false,false,false,false,"export-to-sheets@1.0.0"
"googleapis-common","7.0.0","7.0.0","git+https://github.com/googleapis/nodejs-googleapis-common.git","2023-07-27T19:15:41.675Z","google-wombot (node-team-npm+wombot@google.com)",92108,"Apache-2.0",true,false,false,false,false,"googleapis@127.0.0"
"gopd","1.0.1","1.0.1","git+https://github.com/ljharb/gopd.git","2022-11-02T06:25:24.709Z","ljharb (ljharb@gmail.com)",7703,"MIT",true,false,false,false,false,"define-data-property@1.1.1,es-abstract@1.22.2,which-typed-array@1.1.11"
"graphemer","1.4.0","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/eslint-plugin@6.8.0,eslint@8.51.0"
"gtoken","7.0.1","7.0.1","git+https://github.com/google/node-gtoken.git","2023-07-12T22:01:40.807Z","google-wombot (node-team-npm+wombot@google.com)",39240,"MIT",true,false,false,false,false,"google-auth-library@9.1.0"
"has","1.0.4","1.0.4","git://github.com/tarruda/has.git","2023-10-03T17:14:45.308Z","tarruda (thiago@padilha.cc)",3025,"MIT",true,false,false,false,false,"es-abstract@1.22.2,es-set-tostringtag@2.0.1,get-intrinsic@1.2.1,internal-slot@1.0.5,is-core-module@2.13.0"
"has-bigints","1.0.2","1.0.2","git+https://github.com/ljharb/has-bigints.git","2022-04-19T22:50:03.324Z","ljharb (ljharb@gmail.com)",12772,"MIT",true,false,false,false,false,"is-bigint@1.0.4,unbox-primitive@1.0.2"
"has-flag","4.0.0","-","-","-","-","-","-",false,true,false,true,false,"supports-color@7.2.0"
"has-property-descriptors","1.0.0","1.0.0","git+https://github.com/inspect-js/has-property-descriptors.git","2022-04-15T05:52:40.310Z","ljharb (ljharb@gmail.com)",9308,"MIT",true,false,false,false,false,"define-data-property@1.1.1,define-properties@1.2.1,es-abstract@1.22.2,es-aggregate-error@1.0.11,set-function-name@2.0.1"
"has-proto","1.0.1","1.0.1","git+https://github.com/inspect-js/has-proto.git","2022-12-21T19:59:34.415Z","ljharb (ljharb@gmail.com)",7195,"MIT",true,false,false,false,false,"es-abstract@1.22.2,get-intrinsic@1.2.1,typed-array-byte-length@1.0.0,typed-array-byte-offset@1.0.0"
"has-symbols","1.0.3","1.0.3","git://github.com/inspect-js/has-symbols.git","2022-03-01T21:23:41.133Z","ljharb (ljharb@gmail.com)",20603,"MIT",true,false,false,false,false,"es-abstract@1.22.2,get-intrinsic@1.2.1,has-tostringtag@1.0.0,is-symbol@1.0.4,object.assign@4.1.4,safe-array-concat@1.0.1,unbox-primitive@1.0.2"
"has-tostringtag","1.0.0","1.0.0","git+https://github.com/inspect-js/has-tostringtag.git","2021-08-05T14:59:41.457Z","ljharb (ljharb@gmail.com)",10887,"MIT",true,false,false,false,false,"es-set-tostringtag@2.0.1,is-boolean-object@1.1.2,is-date-object@1.0.5,is-number-object@1.0.7,is-regex@1.1.4,is-string@1.0.7,which-typed-array@1.1.11"
"hour-convert","1.0.1","1.0.1","git+https://github.com/jimf/hour-convert.git","2017-07-07T00:41:50.252Z","jimf (fitzpatrick.jim@gmail.com)","-","MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"htmlparser2","8.0.2","9.0.0","git://github.com/fb55/htmlparser2.git","2023-03-22T23:36:11.745Z","feedic (me@feedic.com)",265049,"MIT",true,false,false,false,false,"cheerio@1.0.0-rc.12"
"http-proxy-agent","5.0.0","7.0.0","git://github.com/TooTallNate/node-http-proxy-agent.git","2021-09-23T00:35:50.066Z","tootallnate (nathan@tootallnate.net)",17084,"MIT",true,false,false,false,false,"@azure/core-rest-pipeline@1.12.1"
"http-status","1.7.3","1.7.3","git+https://github.com/adaltas/node-http-status.git","2023-10-17T15:16:59.527Z","david (david@adaltas.com)",70381,"BSD-3-Clause",true,false,false,false,false,"export-to-sheets@1.0.0"
"https-proxy-agent","7.0.2","7.0.2","git+https://github.com/TooTallNate/proxy-agents.git","2023-09-04T08:09:39.350Z","tootallnate (nathan@tootallnate.net)",35127,"MIT",true,false,false,false,false,"gaxios@6.1.1"
"human-signals","4.3.1","-","-","-","-","-","-",false,true,false,false,false,"execa@7.2.0"
"iconv-lite","0.6.3","0.6.3","git://github.com/ashtuchkin/iconv-lite.git","2021-05-24T03:00:17.928Z","ashtuchkin (ashtuchkin@gmail.com)",348518,"MIT",true,false,false,false,false,"tedious@16.5.0"
"ieee754","1.2.1","1.2.1","git://github.com/feross/ieee754.git","2020-10-27T23:06:07.424Z","feross (feross@feross.org)",6796,"BSD-3-Clause",true,false,false,false,false,"buffer@6.0.3"
"ignore","5.2.4","-","-","-","-","-","-",false,true,false,true,false,"@eslint/eslintrc@2.1.2,@typescript-eslint/eslint-plugin@6.8.0,eslint@8.51.0,eslint-plugin-node@11.1.0,globby@11.1.0"
"ignore-by-default","1.0.1","-","-","-","-","-","-",false,true,false,false,false,"nodemon@3.0.1"
"import-fresh","3.3.0","-","-","-","-","-","-",false,true,false,true,false,"@eslint/eslintrc@2.1.2"
"imurmurhash","0.1.4","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"inflight","1.0.6","-","-","-","-","-","-",false,true,false,true,false,"glob@7.2.3"
"inherits","2.0.4","2.0.4","git://github.com/isaacs/inherits.git","2019-06-19T20:18:52.465Z","isaacs (i@izs.me)",3958,"ISC",true,true,false,true,false,"bl@6.0.7,des.js@1.1.0,glob@7.2.3"
"internal-slot","1.0.5","1.0.5","git+https://github.com/ljharb/internal-slot.git","2023-02-09T21:24:46.683Z","ljharb (ljharb@gmail.com)",19453,"MIT",true,false,false,false,false,"es-abstract@1.22.2"
"interpret","2.2.0","3.1.1","git+https://github.com/gulpjs/interpret.git","2020-06-03T06:52:07.322Z","phated (blaine.bublitz@gmail.com)",17224,"MIT",true,false,false,false,false,"knex@3.0.1"
"is-array-buffer","3.0.2","3.0.2","git+https://github.com/inspect-js/is-array-buffer.git","2023-03-02T05:59:24.498Z","ljharb (ljharb@gmail.com)",11882,"MIT",true,false,false,false,false,"array-buffer-byte-length@1.0.0,arraybuffer.prototype.slice@1.0.2,es-abstract@1.22.2"
"is-bigint","1.0.4","1.0.4","git+https://github.com/inspect-js/is-bigint.git","2021-08-12T05:51:11.120Z","ljharb (ljharb@gmail.com)",14781,"MIT",true,false,false,false,false,"which-boxed-primitive@1.0.2"
"is-binary-path","2.1.0","-","-","-","-","-","-",false,true,false,false,false,"chokidar@3.5.3"
"is-boolean-object","1.1.2","1.1.2","git://github.com/inspect-js/is-boolean-object.git","2021-08-05T23:42:04.586Z","ljharb (ljharb@gmail.com)",22120,"MIT",true,false,false,false,false,"which-boxed-primitive@1.0.2"
"is-callable","1.2.7","1.2.7","git://github.com/inspect-js/is-callable.git","2022-09-23T22:49:39.970Z","ljharb (ljharb@gmail.com)",28950,"MIT",true,false,false,false,false,"es-abstract@1.22.2,es-to-primitive@1.2.1,for-each@0.3.3"
"is-core-module","2.13.0","2.13.0","git+https://github.com/inspect-js/is-core-module.git","2023-08-04T23:11:04.700Z","ljharb (ljharb@gmail.com)",29815,"MIT",true,false,false,false,false,"resolve@1.22.8"
"is-date-object","1.0.5","1.0.5","git://github.com/inspect-js/is-date-object.git","2021-08-05T21:22:39.367Z","ljharb (ljharb@gmail.com)",20793,"MIT",true,false,false,false,false,"es-to-primitive@1.2.1"
"is-docker","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"is-inside-container@1.0.0"
"is-extglob","2.1.1","-","-","-","-","-","-",false,true,false,false,false,"is-glob@4.0.3"
"is-glob","4.0.3","-","-","-","-","-","-",false,true,false,true,false,"@pkgr/utils@2.4.2,@typescript-eslint/typescript-estree@6.8.0,chokidar@3.5.3,glob-parent@6.0.2,eslint@8.51.0"
"is-inside-container","1.0.0","-","-","-","-","-","-",false,true,false,false,false,"open@9.1.0"
"is-negative-zero","2.0.2","2.0.2","git://github.com/inspect-js/is-negative-zero.git","2021-12-10T19:43:39.477Z","ljharb (ljharb@gmail.com)",22002,"MIT",true,false,false,false,false,"es-abstract@1.22.2"
"is-number","7.0.0","-","-","-","-","-","-",false,true,false,false,false,"to-regex-range@5.0.1"
"is-number-object","1.0.7","1.0.7","git://github.com/inspect-js/is-number-object.git","2022-04-02T04:47:21.117Z","ljharb (ljharb@gmail.com)",22218,"MIT",true,false,false,false,false,"which-boxed-primitive@1.0.2"
"is-path-inside","3.0.3","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"is-regex","1.1.4","1.1.4","git://github.com/inspect-js/is-regex.git","2021-08-06T03:49:23.488Z","ljharb (ljharb@gmail.com)",30124,"MIT",true,false,false,false,false,"es-abstract@1.22.2,safe-regex-test@1.0.0"
"is-shared-array-buffer","1.0.2","1.0.2","git+https://github.com/inspect-js/is-shared-array-buffer.git","2022-04-02T04:42:56.440Z","ljharb (ljharb@gmail.com)",11886,"MIT",true,false,false,false,false,"arraybuffer.prototype.slice@1.0.2,es-abstract@1.22.2"
"is-stream","2.0.1","3.0.0","git+https://github.com/sindresorhus/is-stream.git","2021-07-26T10:51:04.495Z","sindresorhus (sindresorhus@gmail.com)",5927,"MIT",true,true,false,false,false,"gaxios@6.1.1,execa@5.1.1"
"is-string","1.0.7","1.0.7","git://github.com/ljharb/is-string.git","2021-08-06T01:26:34.304Z","ljharb (ljharb@gmail.com)",19127,"MIT",true,false,false,false,false,"es-abstract@1.22.2,which-boxed-primitive@1.0.2"
"is-symbol","1.0.4","1.0.4","git://github.com/inspect-js/is-symbol.git","2021-05-08T19:12:11.304Z","ljharb (ljharb@gmail.com)",22031,"MIT",true,false,false,false,false,"es-to-primitive@1.2.1,which-boxed-primitive@1.0.2"
"is-typed-array","1.1.12","1.1.12","git://github.com/inspect-js/is-typed-array.git","2023-07-18T05:56:39.813Z","ljharb (ljharb@gmail.com)",17644,"MIT",true,false,false,false,false,"es-abstract@1.22.2,is-array-buffer@3.0.2,typed-array-buffer@1.0.0,typed-array-byte-length@1.0.0,typed-array-byte-offset@1.0.0,typed-array-length@1.0.4"
"is-utf8","0.2.1","0.2.1","git+https://github.com/wayfind/is-utf8.git","2015-12-19T04:04:22.462Z","wayfind (whyer1@gmail.com)","-","MIT",true,false,false,false,false,"strip-bom@2.0.0"
"is-weakref","1.0.2","1.0.2","git+https://github.com/inspect-js/is-weakref.git","2021-12-10T16:46:37.781Z","ljharb (ljharb@gmail.com)",12065,"MIT",true,false,false,false,false,"es-abstract@1.22.2"
"is-wsl","2.2.0","3.1.0","git+https://github.com/sindresorhus/is-wsl.git","2020-05-03T07:57:13.100Z","sindresorhus (sindresorhus@gmail.com)",3757,"MIT",true,true,false,false,false,"open@9.1.0"
"isarray","2.0.5","2.0.5","git://github.com/juliangruber/isarray.git","2019-07-08T13:21:22.377Z","juliangruber (julian@juliangruber.com)",3430,"MIT",true,false,false,false,false,"safe-array-concat@1.0.1"
"isexe","2.0.0","-","-","-","-","-","-",false,true,false,true,false,"which@2.0.2"
"js-md4","0.3.2","0.3.2","git+https://github.com/emn178/js-md4.git","2017-01-24T07:21:38.406Z","emn178 (emn178@gmail.com)","-","MIT",true,false,false,false,false,"axios-ntlm@1.4.1,tedious@16.5.0"
"js-yaml","4.1.0","-","-","-","-","-","-",false,true,false,true,false,"@eslint/eslintrc@2.1.2,eslint@8.51.0"
"jsbi","4.3.0","4.3.0","git+https://github.com/GoogleChromeLabs/jsbi.git","2022-04-18T17:18:05.928Z","google-wombot (node-team-npm+wombot@google.com)",568171,"Apache-2.0",true,false,false,false,false,"tedious@16.5.0"
"json-bigint","1.0.0","1.0.0","git+ssh://git@github.com/sidorares/json-bigint.git","2020-07-14T11:29:39.282Z","sidorares (sidorares@yandex.com)",37345,"MIT",true,false,false,false,false,"gcp-metadata@6.0.0"
"json-buffer","3.0.1","3.0.1","git://github.com/dominictarr/json-buffer.git","2018-09-10T19:02:16.381Z","dominictarr (dominic.tarr@gmail.com)",5404,"MIT",true,true,false,true,false,"@keyvhq/core@2.1.0,keyv@4.5.4"
"json-schema-traverse","0.4.1","-","-","-","-","-","-",false,true,false,true,false,"ajv@6.12.6"
"json-stable-stringify-without-jsonify","1.0.1","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"jsonwebtoken","9.0.2","9.0.2","git+https://github.com/auth0/node-jsonwebtoken.git","2023-08-30T12:30:13.196Z","charlesrea (charles.rea@auth0.com)",43482,"MIT",true,false,false,false,false,"@azure/msal-node@1.18.3"
"jwa","1.4.1","2.0.0","git://github.com/brianloveswords/node-jwa.git","2019-03-16T15:19:55.038Z","omsmith (owen@omsmith.ca)",13688,"MIT",true,false,false,false,false,"jws@3.2.2"
"jws","3.2.2","4.0.0","git://github.com/brianloveswords/node-jws.git","2019-03-16T15:26:17.735Z","omsmith (owen@omsmith.ca)",17682,"MIT",true,false,false,false,false,"jsonwebtoken@9.0.2"
"jwa","2.0.0","2.0.0","git://github.com/brianloveswords/node-jwa.git","2019-12-15T16:14:02.839Z","omsmith (owen@omsmith.ca)",13685,"MIT",true,false,false,false,false,"jws@4.0.0"
"jws","4.0.0","4.0.0","git://github.com/brianloveswords/node-jws.git","2019-12-16T17:22:34.743Z","omsmith (owen@omsmith.ca)",17682,"MIT",true,false,false,false,false,"@azure/identity@2.1.0,google-auth-library@9.1.0,gtoken@7.0.1"
"keyv","4.5.4","-","-","-","-","-","-",false,true,false,true,false,"flat-cache@3.1.1"
"knex","3.0.1","3.0.1","git://github.com/knex/knex.git","2023-10-06T12:22:21.849Z","kibertoad (iselwin@gmail.com)",867326,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"resolve-from","5.0.0","5.0.0","git+https://github.com/sindresorhus/resolve-from.git","2019-04-15T04:06:25.601Z","sindresorhus (sindresorhus@gmail.com)",5824,"MIT",true,false,false,false,false,"knex@3.0.1"
"levn","0.4.1","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0,optionator@0.9.3"
"locate-path","6.0.0","-","-","-","-","-","-",false,true,false,true,false,"find-up@5.0.0"
"lodash","4.17.21","4.17.21","git+https://github.com/lodash/lodash.git","2021-02-20T15:42:16.891Z","bnjmnt4n (benjamin@dev.ofcr.se)",1412415,"MIT",true,false,false,false,false,"csvtojson@2.0.10,knex@3.0.1,sql-ts@5.4.0"
"lodash.includes","4.3.0","4.3.0","git+https://github.com/lodash/lodash.git","2016-08-13T17:39:40.778Z","jdalton (john.david.dalton@gmail.com)","-","MIT",true,false,false,false,false,"jsonwebtoken@9.0.2"
"lodash.isboolean","3.0.3","3.0.3","git+https://github.com/lodash/lodash.git","2016-02-03T07:28:20.290Z","jdalton (john.david.dalton@gmail.com)","-","MIT",true,false,false,false,false,"jsonwebtoken@9.0.2"
"lodash.isinteger","4.0.4","4.0.4","git+https://github.com/lodash/lodash.git","2016-08-13T17:40:41.538Z","jdalton (john.david.dalton@gmail.com)","-","MIT",true,false,false,false,false,"jsonwebtoken@9.0.2"
"lodash.isnumber","3.0.3","3.0.3","git+https://github.com/lodash/lodash.git","2016-02-03T07:28:49.514Z","jdalton (john.david.dalton@gmail.com)","-","MIT",true,false,false,false,false,"jsonwebtoken@9.0.2"
"lodash.isplainobject","4.0.6","4.0.6","git+https://github.com/lodash/lodash.git","2016-08-13T17:41:07.730Z","jdalton (john.david.dalton@gmail.com)","-","MIT",true,false,false,false,false,"jsonwebtoken@9.0.2"
"lodash.isstring","4.0.1","4.0.1","git+https://github.com/lodash/lodash.git","2016-02-03T07:28:59.695Z","jdalton (john.david.dalton@gmail.com)","-","MIT",true,false,false,false,false,"jsonwebtoken@9.0.2"
"lodash.merge","4.6.2","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"lodash.once","4.1.1","4.1.1","git+https://github.com/lodash/lodash.git","2016-08-13T17:42:47.106Z","jdalton (john.david.dalton@gmail.com)","-","MIT",true,false,false,false,false,"jsonwebtoken@9.0.2"
"lru-cache","6.0.0","10.0.1","git://github.com/isaacs/node-lru-cache.git","2020-07-11T00:59:07.352Z","isaacs (i@izs.me)",15643,"ISC",true,false,false,false,false,"google-auth-library@9.1.0,semver@7.5.4"
